Num_of_Elem,Density_calc,dHmix,dSmix,Atom.Size.Diff,Elect.Diff,VEC,Phases
5.0,8.470881725,-8.395061728,13.14594406,3.737504762,0.049615808,4.555555556,BCC_SS
5.0,6.606534579,-9.351800554,13.33280622,3.863331752,0.232764906,4.684210526,BCC_SS
5.0,7.075664374,-4.041522491,12.70837022,4.003399323,0.243216622,4.882352941,BCC_SS
5.0,8.805485735,-4.816608997,12.70837022,3.832439709,0.05017616,4.647058824,BCC_SS
5.0,7.128849756,-3.35600907,12.56917544,4.017794358,0.244332586,4.904761905,BCC_SS
6.0,7.71,-4.86,13.46,4.5,0.11,4.34,BCC_SS
6.0,7.71,-4.86,13.46,4.5,0.11,4.34,BCC_SS
6.0,7.71,-4.86,13.46,4.5,0.11,4.34,BCC_SS
5.0,5.785823445,-10.96,12.22898133,6.018491588,0.046861498,4.6,BCC_SS
5.0,6.827812983,-7.012345679,13.14594406,3.93239278,0.237834884,4.777777778,BCC_SS
5.0,6.73636013,-8.015122873,13.24232516,3.904515056,0.235770867,4.739130435,BCC_SS
5.0,6.065323057,-13.81818182,13.2546386,3.669956489,0.219190849,4.454545455,BCC_SS
5.0,5.64713986,-15.40740741,13.14594406,5.232513176,0.037646832,4.444444444,BCC_SS
5.0,5.64713986,-15.40740741,13.14594406,5.232513176,0.037646832,4.444444444,BCC_SS
5.0,5.64713986,-15.40740741,13.14594406,5.232513176,0.037646832,4.444444444,Im
5.0,5.64713986,-15.40740741,13.14594406,5.232513176,0.037646832,4.444444444,Im
5.0,6.57,-13.6,13.38,4.87,0.23,4.8,FCC_SS
5.0,6.57,-13.6,13.38,4.87,0.23,4.8,FCC_SS
5.0,6.57,-13.6,13.38,4.87,0.23,4.8,FCC_SS
5.0,6.57,-13.6,13.38,4.87,0.23,4.8,FCC_SS
5.0,6.57,-13.6,13.38,4.87,0.23,4.8,FCC_SS
5.0,6.407773123,-11.04,13.38161053,3.796497761,0.227982455,4.6,BCC_SS
4.0,9.599763191,-2.75,11.52629192,4.086753027,0.265459507,5.0,BCC_SS
5.0,6.85,-15.12,12.51,3.07,0.08,4.2,BCC_SS
5.0,6.85,-15.12,12.51,3.07,0.08,4.2,BCC_SS
5.0,6.85,-15.12,12.51,3.07,0.08,4.2,BCC_SS
5.0,7.89,-13.44,13.38,3.16,0.05,4.4,BCC_SS
5.0,10.39624111,0.871231589,12.44557018,4.416208731,0.101210115,4.614770459,BCC_SS
5.0,10.39624111,0.871231589,12.44557018,4.416208731,0.101210115,4.614770459,BCC_SS
5.0,10.39624111,0.871231589,12.44557018,4.416208731,0.101210115,4.614770459,BCC_SS
5.0,10.39624111,0.871231589,12.44557018,4.416208731,0.101210115,4.614770459,BCC_SS
5.0,7.889823331,-0.25,12.96707842,5.730437906,0.258988417,4.5,BCC_SS
5.0,7.889823331,-0.25,12.96707842,5.730437906,0.258988417,4.5,BCC_SS
5.0,9.910915715,2.72,13.38161053,4.99441746,0.118253964,4.4,BCC_SS
4.0,8.431908695,2.36,12.84151644,4.915964063,0.118594899,4.3,BCC_SS
4.0,8.431908695,2.36,12.84151644,4.915964063,0.118594899,4.3,BCC_SS
4.0,8.431908695,2.36,12.84151644,4.915964063,0.118594899,4.3,BCC_SS
4.0,8.431908695,2.36,12.84151644,4.915964063,0.118594899,4.3,BCC_SS
4.0,8.431908695,2.36,12.84151644,4.915964063,0.118594899,4.3,BCC_SS
4.0,8.431908695,2.36,12.84151644,4.915964063,0.118594899,4.3,BCC_SS
4.0,8.431908695,2.36,12.84151644,4.915964063,0.118594899,4.3,BCC_SS
4.0,8.431908695,2.36,12.84151644,4.915964063,0.118594899,4.3,BCC_SS
4.0,8.431908695,2.36,12.84151644,4.915964063,0.118594899,4.3,BCC_SS
4.0,8.431908695,2.36,12.84151644,4.915964063,0.118594899,4.3,BCC_SS
4.0,8.431908695,2.36,12.84151644,4.915964063,0.118594899,4.3,BCC_SS
4.0,8.431908695,2.36,12.84151644,4.915964063,0.118594899,4.3,BCC_SS
4.0,8.431908695,2.36,12.84151644,4.915964063,0.118594899,4.3,BCC_SS
4.0,8.431908695,2.36,12.84151644,4.915964063,0.118594899,4.3,BCC_SS
4.0,8.431908695,2.36,12.84151644,4.915964063,0.118594899,4.3,BCC_SS
4.0,8.431908695,2.36,12.84151644,4.915964063,0.118594899,4.3,BCC_SS
4.0,8.431908695,2.36,12.84151644,4.915964063,0.118594899,4.3,BCC_SS
4.0,8.431908695,2.36,12.84151644,4.915964063,0.118594899,4.3,BCC_SS
4.0,8.431908695,2.36,12.84151644,4.915964063,0.118594899,4.3,BCC_SS
4.0,8.431908695,2.36,12.84151644,4.915964063,0.118594899,4.3,BCC_SS
4.0,8.431908695,2.36,12.84151644,4.915964063,0.118594899,4.3,BCC_SS
5.0,8.493765586,0.98,11.44944891,4.495453867,0.114716771,4.1,BCC_SS
6.0,9.922611245,2.467120181,14.33614554,5.272716799,0.189533381,4.476190476,BCC_SS
6.0,9.933453944,2.247933884,14.69798576,5.486928917,0.232176194,4.545454545,BCC_SS
5.0,8.294155814,-2.188365651,12.6484181,8.125950407,0.165384845,4.394736842,BCC_SS
5.0,8.294155814,-2.188365651,12.6484181,8.125950407,0.165384845,4.394736842,BCC_SS
5.0,8.294155814,-2.188365651,12.6484181,8.125950407,0.165384845,4.394736842,BCC_SS
6.0,9.943533814,2.056710775,14.85564568,5.653424959,0.262094227,4.608695652,BCC_SS
5.0,8.7,-1.6,13.38,5.06,0.31,4.6,BCC_SS
5.0,8.7,-1.6,13.38,5.06,0.31,4.6,BCC_SS
5.0,8.7,-1.6,13.38,5.06,0.31,4.6,BCC_SS
5.0,8.7,-1.6,13.38,5.06,0.31,4.6,BCC_SS
5.0,9.9,2.72,13.38,4.01,0.12,4.4,BCC_SS
5.0,9.9,2.72,13.38,4.01,0.12,4.4,BCC_SS
5.0,9.9,2.72,13.38,4.01,0.12,4.4,BCC_SS
5.0,9.9,2.72,13.38,4.01,0.12,4.4,BCC_SS
5.0,9.9,2.72,13.38,4.01,0.12,4.4,BCC_SS
5.0,9.9,2.72,13.38,4.01,0.12,4.4,BCC_SS
5.0,9.9,2.72,13.38,4.01,0.12,4.4,BCC_SS
5.0,9.9,2.72,13.38,4.01,0.12,4.4,BCC_SS
5.0,9.9,2.72,13.38,4.01,0.12,4.4,BCC_SS
5.0,9.9,2.72,13.38,4.01,0.12,4.4,BCC_SS
5.0,9.9,2.72,13.38,4.01,0.12,4.4,BCC_SS
5.0,9.9,2.72,13.38,4.01,0.12,4.4,BCC_SS
5.0,9.9,2.72,13.38,4.01,0.12,4.4,BCC_SS
4.0,11.06,3.5,11.53,3.95,0.12,4.5,BCC_SS
4.0,10.20859028,1.75,11.52629192,4.851813611,0.10401322,4.25,BCC_SS
5.0,6.614127369,0.795847751,11.62138489,6.082539185,0.160399857,4.441176471,BCC_SS
5.0,6.78040681,-0.277777778,12.31867362,6.200685176,0.213663482,4.527777778,BCC_SS
5.0,6.696356442,-1.254732288,12.82599837,7.007082731,0.197323903,4.604651163,BCC_SS
5.0,6.932026792,-1.135734072,12.6484181,6.280554938,0.247688063,4.605263158,BCC_SS
5.0,6.832962954,-1.777777778,13.14594406,6.969406971,0.228089218,4.666666667,BCC_SS
5.0,7.07084407,-1.825,12.79604395,6.331916559,0.271583205,4.675,BCC_SS
5.0,6.959372709,-2.209144409,13.30882902,6.926019286,0.250581939,4.723404255,BCC_SS
5.0,7.424872496,-3.194706994,12.72470095,6.375459348,0.312228786,4.847826087,BCC_SS
5.0,7.287688658,-3.104307583,13.33102043,6.774937147,0.291553089,4.867924528,BCC_SS
5.0,7.525832041,-3.489583333,12.61433915,6.366013885,0.319847986,4.895833333,BCC_SS
5.0,13.08270575,-6.14532872,12.70837022,2.48584137,0.363138949,5.411764706,BCC_SS
5.0,9.946702431,-2.864197531,13.14594406,3.687352332,0.249121915,5.111111111,BCC_SS
5.0,9.645668822,-2.703601108,13.33280622,3.745276683,0.245168267,5.052631579,BCC_SS
5.0,12.85,-4.5,11.53,3.49,0.34,5.25,BCC_SS
4.0,10.66950133,-3.25,11.52629192,3.464885924,0.257135665,5.25,BCC_SS
4.0,13.64,-6.5,11.53,2.27,0.36,5.5,BCC_SS
4.0,13.64,-6.5,11.53,2.27,0.36,5.5,BCC_SS
4.0,13.64,-6.5,11.53,2.27,0.36,5.5,BCC_SS
4.0,13.64,-6.5,11.53,2.27,0.36,5.5,BCC_SS
4.0,13.64,-6.5,11.53,2.27,0.36,5.5,BCC_SS
4.0,13.64,-6.5,11.53,2.27,0.36,5.5,BCC_SS
4.0,13.64,-6.5,11.53,2.27,0.36,5.5,BCC_SS
4.0,13.64,-6.5,11.53,2.27,0.36,5.5,BCC_SS
4.0,7.355181187,-2.75,11.52629192,4.075838919,0.248935233,5.0,BCC_SS
5.0,7.25840086,-2.617631152,12.82599837,6.370142047,0.296132452,4.76744186,BCC_SS
5.0,7.13,-2.72,13.38,5.77,0.28,4.8,BCC_SS
4.0,9.16,-0.25,11.53,3.53,0.05,4.75,BCC_SS
4.0,6.524809509,1.432506887,10.83685823,6.004910204,0.117480436,4.393939394,BCC_SS
3.0,8.54,-1.33,9.13,0.75,0.03,9.0,FCC_SS
4.0,7.737887735,-11.83431953,10.68652014,2.025282421,0.032490326,8.615384615,FCC_SS
4.0,7.119174974,-19.42857143,11.23935679,2.657710254,0.031943828,8.285714286,Im
4.0,6.627500825,-24.96,11.46807317,3.045362707,0.031382939,8.0,Im
4.0,7.900548046,-6.059171598,10.68652014,3.944930256,0.076999962,8.538461538,FCC_SS
4.0,7.387194216,-9.469387755,11.23935679,5.123177534,0.097079811,8.142857143,FCC_PLUS_BCC
4.0,6.966082836,-11.94666667,11.46807317,5.804983778,0.109390229,7.8,FCC_PLUS_BCC
4.0,8.17,-3.75,11.53,1.03,0.1,8.25,FCC_SS
5.0,8.200662107,-5.473010986,12.21211163,2.297778533,0.101487899,8.168413356,Im
5.0,8.20778646,-6.276635953,12.42064438,2.770916035,0.103631001,8.128760529,Im
5.0,8.214511789,-7.024812729,12.58718805,3.146080126,0.105576867,8.090822634,Im
5.0,8.22699924,-8.38502061,12.83886672,3.728360702,0.108998224,8.019043196,Im
5.0,8.239312478,-9.685938539,13.02986481,4.205658448,0.112136079,7.946509519,Im
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,BCC_SS
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,BCC_SS
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,BCC_SS
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,BCC_SS
6.0,6.662956709,-15.3479431,13.9216461,8.009933435,0.160336536,7.137254902,Im
6.0,6.602336832,-18.13609467,14.22238699,9.668804706,0.189783433,7.076923077,Im
6.0,6.543363513,-20.70487718,14.43271079,11.0199694,0.213397811,7.018867925,Im
6.0,6.485970566,-23.07270233,14.58583089,12.16929417,0.233101001,6.962962963,Im
6.0,6.430095303,-25.25619835,14.69798576,13.17225701,0.249938835,6.909090909,Im
6.0,6.171507923,-33.88888889,14.8975162,16.85609558,0.308040401,6.666666667,Im
6.0,6.8,-12.13,13.92,5.3,0.13,7.18,BCC_SS
6.0,6.89,-11.95,14.22,5.35,0.14,7.15,Im
6.0,6.969186113,-11.77643289,14.43271079,5.770073848,0.146647598,7.132075472,Im
6.0,7.04,-11.6,14.59,5.44,0.15,7.11,Im
6.0,7.11,-11.44,14.7,5.47,0.16,7.09,Im
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,BCC_SS
6.0,6.777073377,-13.31795463,13.9216461,5.918861194,0.12190182,7.156862745,BCC_SS
6.0,6.849513582,-14.65759637,14.33614554,6.098683245,0.123615232,7.095238095,Im
6.0,6.958059832,-16.52892562,14.69798576,6.331848469,0.125829479,7.0,Im
6.0,6.460047303,-16.39053254,14.22238699,6.018496556,0.120529527,7.076923077,BCC_SS
6.0,6.224993453,-19.83539095,14.58583089,6.213811095,0.120333328,6.962962963,BCC_SS
6.0,6.015254165,-22.75510204,14.77893904,6.373344257,0.120010097,6.857142857,BCC_SS
6.0,5.826948949,-25.23186683,14.87154905,6.504079923,0.119586088,6.75862069,Im
6.0,5.656951884,-27.33333333,14.8975162,6.611299931,0.119082138,6.666666667,Im
5.0,7.841713198,-17.05785124,14.69798576,4.822178394,0.122359719,8.363636364,FCC_SS
7.0,7.124653711,-10.84297521,15.74583048,5.968017454,0.130877521,7.636363636,FCC_PLUS_BCC
7.0,6.784659882,-14.38842975,15.54807926,6.381032408,0.132989312,7.272727273,BCC_SS
6.0,6.44,-17.92,14.7,6.12,0.13,6.91,BCC_SS
6.0,6.23,-21.56,14.9,6.58,0.14,6.67,BCC_SS
6.0,6.06,-23.91,14.79,6.84,0.15,6.46,Im
5.0,8.025760676,-4.16,13.38,0.92,0.14,8.0,FCC_SS
6.0,7.917904415,-5.297052154,14.33614554,3.287511245,0.138098522,7.857142857,FCC_SS
6.0,7.821545363,-6.214876033,14.69798576,3.295001536,0.137594445,7.727272727,FCC_SS
6.0,7.734938183,-6.956521739,14.85564568,3.294550407,0.136911656,7.608695652,Im
6.0,7.656673792,-7.555555556,14.8975162,3.288078437,0.136096371,7.5,Im
3.0,8.28,-4.89,9.13,1.12,0.11,8.33,FCC_SS
4.0,6.314858074,-13.25,11.52629192,5.957194447,0.118953773,7.0,BCC_SS
5.0,6.486249288,-12.65306122,12.56917544,6.204006605,0.14744229,6.714285714,BCC_SS
5.0,6.781541404,-11.85185185,13.14594406,6.112177396,0.172225806,6.666666667,BCC_SS
5.0,7.033549078,-11.14583333,13.35141737,6.015400008,0.188402919,6.625,Im
6.0,7.62,-1.52,14.7,3.82,0.11,8.27,FCC_SS
6.0,7.07,-4.78,14.9,4.82,0.12,7.83,FCC_PLUS_BCC
6.0,6.27,-8.65,14.53,5.71,0.13,7.14,FCC_PLUS_BCC
5.0,6.604060314,-2.684310019,13.24232516,5.75975798,0.123320475,7.391304348,Im
5.0,6.686598736,-3.402777778,13.35141737,5.693612317,0.123883906,7.5,Im
5.0,6.763408628,-4.0,13.38161053,5.628086233,0.124161186,7.6,Im
5.0,6.835066367,-4.49704142,13.35788527,5.563457859,0.124213502,7.692307692,Im
5.0,6.902073515,-4.910836763,13.2962002,5.499922873,0.124087893,7.777777778,Im
6.0,7.07,-4.78,14.9,4.82,0.12,7.83,FCC_PLUS_BCC
4.0,8.4,2.5,11.53,4.12,0.13,4.25,BCC_SS
4.0,6.655937237,-3.52,11.07635214,7.746075475,0.273890489,4.8,BCC_SS
5.0,8.025760676,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.025760676,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.7,-1.6,13.38,5.06,0.31,4.6,Im
5.0,8.025760676,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,7.904708836,-4.83203125,10.86752061,3.597630783,0.147477488,6.28125,BCC_SS
5.0,8.666826103,-5.148788927,11.74934157,4.168428293,0.183776229,6.235294118,BCC_SS
5.0,9.888782982,-5.628808864,12.70370305,4.820751784,0.230952502,6.157894737,Im
5.0,7.33,-9.09,13.15,4.22,0.11,7.67,FCC_SS
5.0,7.33,-9.09,13.15,4.22,0.11,7.67,FCC_PLUS_BCC
6.0,3.1606035,-11.29251701,9.380428289,8.222182534,0.140859042,4.142857143,Im
6.0,3.181657904,-13.2244898,9.380428289,8.199725945,0.146292039,4.238095238,Im
6.0,3.189401967,-8.69,8.971948351,7.416174014,0.127400942,4.05,Im
5.0,3.201567018,-13.06,8.971948351,7.042966472,0.128913731,4.1,Im
6.0,3.274886342,-15.22,8.971948351,7.600568278,0.144370184,3.95,Im
5.0,8.702267947,-3.2,13.38161053,6.097271121,0.309554519,4.6,BCC_SS
6.0,7.07,-4.78,14.9,4.82,0.12,7.83,Im
6.0,6.44,-17.92,14.7,6.12,0.13,6.91,BCC_SS
6.0,7.99,-4.92,14.53,7.13,0.22,4.9,Im
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,Im
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,Im
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,Im
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,Im
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,Im
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,Im
6.0,7.07,-4.78,14.9,4.82,0.12,7.83,FCC_PLUS_BCC
6.0,7.07,-4.78,14.9,4.82,0.12,7.83,FCC_PLUS_BCC
6.0,7.07,-4.78,14.9,4.82,0.12,7.83,FCC_PLUS_BCC
6.0,7.07,-4.78,14.9,4.82,0.12,7.83,FCC_PLUS_BCC
6.0,7.07,-4.78,14.9,4.82,0.12,7.83,FCC_PLUS_BCC
6.0,7.07,-4.78,14.9,4.82,0.12,7.83,FCC_PLUS_BCC
6.0,7.07,-4.78,14.9,4.82,0.12,7.83,FCC_PLUS_BCC
5.0,12.36,-4.64,13.38,3.21,0.34,5.4,BCC_SS
6.0,8.379820089,-4.2436,12.52475172,4.591778618,0.276687839,5.41,Im
6.0,7.91567082,-31.11815301,14.53503029,9.442048204,0.256563457,4.531914894,Im
6.0,8.485372575,-16.36560303,14.16626487,7.879095001,0.254130827,4.581395349,BCC_SS
6.0,7.91567082,-31.11815301,14.53503029,9.442048204,0.256563457,4.531914894,BCC_SS
6.0,7.91567082,-31.11815301,14.53503029,9.442048204,0.256563457,4.531914894,BCC_SS
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,BCC_SS
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,Im
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,Im
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,Im
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,Im
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,Im
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,Im
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,BCC_SS
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,BCC_SS
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,BCC_SS
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,BCC_SS
6.0,6.44,-17.92,14.7,6.12,0.13,6.91,BCC_SS
6.0,6.44,-17.92,14.7,6.12,0.13,6.91,BCC_SS
6.0,6.44,-17.92,14.7,6.12,0.13,6.91,BCC_SS
6.0,6.44,-17.92,14.7,6.12,0.13,6.91,BCC_SS
5.0,7.32940384,-4.32,13.38161053,5.618669177,0.224535075,5.2,BCC_SS
5.0,7.304112348,-6.4,13.38161053,8.19461295,0.274546899,5.0,Im
5.0,8.025760676,-4.16,13.38,0.92,0.14,8.0,Im
5.0,8.025760676,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.025760676,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.025760676,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.025760676,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.025760676,-4.16,13.38,0.92,0.14,8.0,FCC_SS
4.0,8.17,-3.75,11.53,1.03,0.1,8.25,FCC_SS
4.0,8.17,-3.75,11.53,1.03,0.1,8.25,FCC_SS
4.0,8.17,-3.75,11.53,1.03,0.1,8.25,FCC_SS
4.0,8.17,-3.75,11.53,1.03,0.1,8.25,FCC_SS
4.0,8.17,-3.75,11.53,1.03,0.1,8.25,FCC_SS
4.0,8.17,-3.75,11.53,1.03,0.1,8.25,FCC_SS
6.0,6.609062303,-14.85207101,14.22238699,6.229766254,0.126774388,7.076923077,Im
6.0,6.504571222,-16.98216735,14.58583089,6.575134688,0.131697788,6.962962963,Im
6.0,6.609062303,-14.85207101,14.22238699,6.229766254,0.126774388,7.076923077,BCC_SS
6.0,6.609062303,-14.85207101,14.22238699,6.229766254,0.126774388,7.076923077,BCC_SS
6.0,6.609062303,-14.85207101,14.22238699,6.229766254,0.126774388,7.076923077,BCC_SS
6.0,6.609062303,-14.85207101,14.22238699,6.229766254,0.126774388,7.076923077,BCC_SS
6.0,6.504571222,-16.98216735,14.58583089,6.575134688,0.131697788,6.962962963,BCC_SS
6.0,6.504571222,-16.98216735,14.58583089,6.575134688,0.131697788,6.962962963,BCC_SS
6.0,6.504571222,-16.98216735,14.58583089,6.575134688,0.131697788,6.962962963,BCC_SS
3.0,8.28,-4.89,9.13,1.12,0.11,8.33,FCC_SS
3.0,8.28,-4.89,9.13,1.12,0.11,8.33,FCC_SS
3.0,8.28,-4.89,9.13,1.12,0.11,8.33,FCC_SS
3.0,8.28,-4.89,9.13,1.12,0.11,8.33,FCC_SS
3.0,8.28,-4.89,9.13,1.12,0.11,8.33,FCC_SS
3.0,8.28,-4.89,9.13,1.12,0.11,8.33,FCC_SS
3.0,8.28,-4.89,9.13,1.12,0.11,8.33,FCC_SS
3.0,8.28,-4.89,9.13,1.12,0.11,8.33,FCC_SS
5.0,9.37,-2.56,13.38,3.34,0.24,5.0,BCC_SS
4.0,6.64,-5.0,11.53,7.84,0.12,4.75,BCC_SS
5.0,8.7,-1.6,13.38,5.06,0.31,4.6,BCC_SS
5.0,9.9,2.72,13.38,4.01,0.12,4.4,BCC_SS
5.0,8.190507447,0.4375,12.96707842,6.440523166,0.134530433,4.25,BCC_SS
5.0,7.872809981,1.469387755,12.88596992,6.802239355,0.137410453,4.428571429,BCC_SS
5.0,8.569015185,-2.125,12.96707842,5.703787685,0.270497227,4.375,BCC_SS
5.0,9.309718284,0.875,12.96707842,4.862116278,0.118215904,4.25,BCC_SS
3.0,9.975229265,3.111111111,9.134370237,1.064065164,0.041096093,4.666666667,BCC_SS
4.0,7.491418361,2.64,10.92382327,4.991703425,0.109859001,4.4,BCC_SS
4.0,6.594663456,-0.96,10.92382327,7.023519911,0.121082616,4.5,BCC_SS
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,Im
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,Im
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,Im
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,Im
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,Im
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,Im
6.0,8.546797305,-5.040562466,12.82599837,4.754310304,0.10130303,4.395348837,BCC_SS
6.0,8.318837085,-8.987654321,13.14594406,4.697177857,0.101555799,4.333333333,BCC_SS
6.0,9.1,-11.55,14.86,4.23,0.12,4.22,BCC_SS
4.0,8.925666912,2.5,11.52629192,4.839726937,0.100343161,4.5,BCC_SS
4.0,8.657564412,2.364444444,11.47306725,4.690570866,0.097662116,4.466666667,BCC_SS
4.0,8.386262973,2.224444444,11.3205112,4.534353886,0.094799643,4.433333333,BCC_SS
4.0,8.111704994,2.08,11.07635214,4.37030807,0.09173876,4.4,BCC_SS
4.0,7.83383149,1.931111111,10.74540772,4.197504306,0.088458873,4.366666667,BCC_SS
5.0,10.77298381,-7.04,13.38161053,7.65394798,0.355662762,5.0,Im
6.0,11.68,-4.89,14.9,4.78,0.32,5.5,Im
6.0,11.68,-4.89,14.9,4.78,0.32,5.5,Im
6.0,11.68,-4.89,14.9,4.78,0.32,5.5,Im
5.0,7.056892659,-4.973006811,13.38160786,5.612451827,0.111524469,8.197916667,BCC_SS
5.0,7.056892659,-4.973006811,13.38160786,5.612451827,0.111524469,8.197916667,FCC_PLUS_BCC
5.0,7.056892659,-4.973006811,13.38160786,5.612451827,0.111524469,8.197916667,FCC_PLUS_BCC
3.0,8.28,-4.89,9.13,1.12,0.11,8.33,FCC_SS
4.0,6.46,-0.25,11.53,6.03,0.12,4.5,BCC_SS
5.0,5.76,-17.44,13.38,5.53,0.11,4.2,BCC_SS
5.0,5.540863957,-16.75193337,12.198543,4.420373774,0.052617394,4.243902439,Im
5.0,5.587998462,-17.38408304,12.70837022,4.966561777,0.070332871,4.235294118,Im
5.0,5.65713141,-18.17283951,13.14594406,5.607337231,0.089083121,4.222222222,Im
5.0,5.76,-17.44,13.38,5.53,0.11,4.2,Im
5.0,5.853909651,-19.30578512,13.2546386,6.72027796,0.121437669,4.181818182,Im
5.0,8.025760676,-4.16,13.38,0.92,0.14,8.0,FCC_SS
4.0,8.17,-3.75,11.53,1.03,0.1,8.25,FCC_SS
5.0,8.025760676,-4.16,13.38,0.92,0.14,8.0,FCC_SS
5.0,8.025760676,-4.16,13.38,0.92,0.14,8.0,FCC_SS
4.0,8.17,-3.75,11.53,1.03,0.1,8.25,FCC_SS
4.0,8.17,-3.75,11.53,1.03,0.1,8.25,FCC_SS
5.0,8.025760676,-4.16,13.38161053,3.269463577,0.138361844,8.0,FCC_SS
5.0,8.025760676,-4.16,13.38161053,3.269463577,0.138361844,8.0,FCC_SS
5.0,9.9,2.72,13.38,4.01,0.12,4.4,BCC_SS
4.0,8.4,2.5,11.53,4.12,0.13,4.25,BCC_SS
4.0,8.4,2.5,11.53,4.12,0.13,4.25,BCC_SS
5.0,8.493765586,-10.245,11.44944891,4.495453867,0.114716771,4.1,BCC_SS
4.0,10.68815608,1.790123457,11.35814929,4.752695773,0.105240759,4.277777778,BCC_SS
4.0,10.8281302,1.795918367,11.23935679,4.708270791,0.105424313,4.285714286,BCC_SS
4.0,10.97780806,1.799307958,11.07132439,4.652904584,0.105538658,4.294117647,BCC_SS
4.0,7.2301821,2.26,10.72500744,4.65247045,0.101797593,4.35,BCC_SS
4.0,6.661832874,2.14,9.996163975,4.583851177,0.10219956,4.3,BCC_SS
4.0,7.796933033,2.36,11.18422299,4.717914152,0.101354576,4.4,BCC_SS
4.0,8.362092405,2.44,11.44258394,4.780298313,0.100869966,4.45,BCC_SS
4.0,8.925666912,2.5,11.52629192,4.839726937,0.100343161,4.5,BCC_SS
5.0,9.37,-2.56,13.38,3.34,0.24,5.0,BCC_SS
5.0,9.37,-2.56,13.38,3.34,0.24,5.0,BCC_SS
5.0,9.37,-2.56,13.38,3.34,0.24,5.0,Im
5.0,6.72,-12.32,13.38,5.25,0.12,7.2,BCC_SS
6.0,6.699123077,-13.07692308,14.22238699,5.680701531,0.121601736,7.115384615,BCC_SS
6.0,6.663791786,-13.95041322,14.69798576,5.543349113,0.122575664,7.0,BCC_SS
6.0,6.632458546,-14.57788347,14.87154905,5.415173375,0.123026635,6.896551724,BCC_SS
6.0,6.613467917,-14.88888889,14.8975162,5.334355642,0.123107902,6.833333333,BCC_SS
5.0,5.878985717,-15.44444444,12.97646755,6.6780149,0.126622799,6.5,Im
6.0,5.953084994,-17.2,13.8774309,6.792446097,0.129786577,6.533333333,Im
6.0,6.063594244,-19.33333333,14.53497229,6.95835874,0.134316686,6.583333333,Im
6.0,6.173342941,-20.86666667,14.84171088,7.117831292,0.138610566,6.633333333,BCC_SS
6.0,6.23,-21.56,14.9,6.58,0.14,6.67,Im
6.0,6.318504962,-21.97777778,14.84171088,7.321195919,0.14400463,6.7,Im
4.0,8.4,2.5,11.53,4.12,0.13,4.25,BCC_SS
5.0,7.880052679,-10.96296296,13.14594406,4.957906842,0.1331202,4.111111111,BCC_SS
5.0,7.650199416,-15.64542936,13.33280622,4.969833989,0.133767069,4.052631579,BCC_SS
5.0,7.439877924,-19.36,13.38161053,4.968270135,0.133955216,4.0,BCC_SS
5.0,7.2467001,-22.31292517,13.34553197,4.95666278,0.133805287,3.952380952,BCC_SS
5.0,7.068651913,-24.66115702,13.2546386,4.937539432,0.133404251,3.909090909,BCC_SS
5.0,7.428940236,-10.99730873,11.05609168,4.444703117,0.118924761,8.019607843,Im
5.0,7.428940236,-10.99730873,11.05609168,4.444703117,0.118924761,8.019607843,FCC_SS
5.0,7.428940236,-10.99730873,11.05609168,4.444703117,0.118924761,8.019607843,Im
6.0,7.544302414,-7.5184,14.40897963,4.345955752,0.130196621,7.71,Im
